PUBLICATION_DATE,UID,TAXA_ID,SITE_ID,DATE_COL,VISIT_NO,EPA_REG,STATE,SITESAMP,UNIQUE_ID,AG_ECO9,SAMPLE_TYPE,IS_DISTINCT,IS_DISTINCT300,TOTAL,TOTAL300,TARGET_TAXON,NON_TARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,PTV
2/10/2021,2014299,4220,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,3,3,PSILOTRETA,,ARTHROPODA,INSECTA,TRICHOPTERA,ODONTOCERIDAE,,,PSILOTRETA,SC,SP,0.5
2/10/2021,2014299,4178,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,7,5,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2014299,4371,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,TORRENTICOLA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,,,TORRENTICOLA,PR,CB,8
2/10/2021,2014299,4325,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,2,2,STYLOGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,STYLOGOMPHUS,PR,BU,5.6
2/10/2021,2014299,3941,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,4,3,LUMBRICULIDAE,,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,,,CG,BU,8.3
2/10/2021,2014299,3704,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,EPHEMERA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,,,EPHEMERA,CG,BU,3.1
2/10/2021,2014299,3412,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,,1,,ACRONEURIA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,ACRONEURIA,PR,CN,1.8
2/10/2021,2014299,3708,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,0,0,1,1,EPHEMEROPTERA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,,,,,CG,,3.8
2/10/2021,2014299,4212,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,5,3,PSEUDOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PSEUDOCHIRONOMINI,PSEUDOCHIRONOMUS,CG,BU,4
2/10/2021,2014299,3799,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,2,2,HEMERODROMIA,,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,HEMERODROMIA,PR,SP,6
2/10/2021,2014299,4233,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,PYCNOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,PYCNOPSYCHE,SH,SP,2.5
2/10/2021,2014299,4229,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,2,1,PTERONARCYS,,ARTHROPODA,INSECTA,PLECOPTERA,PTERONARCYIDAE,,,PTERONARCYS,SH,CN,0.6
2/10/2021,2014299,4963,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,MESOBATES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,,,MESOBATES,,,
2/10/2021,2014299,3986,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,2,2,MIDEOPSIS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MIDEOPSIDAE,,,MIDEOPSIS,PR,,8
2/10/2021,2014299,4174,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,0,0,8,8,POLYCENTROPODIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,,CF,CN,5.2
2/10/2021,2014299,4192,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,,2,,PROCLOEON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PROCLOEON,CG,SW,8.7
2/10/2021,2014299,3500,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,0,1,1,1,BAETIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,,CG,SW,4.2
2/10/2021,2014299,4105,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,PARAGNETINA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,PARAGNETINA,PR,CN,2.6
2/10/2021,2014299,3948,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,8,6,MACCAFFERTIUM,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,,CN,
2/10/2021,2014299,4384,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,46,36,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4
2/10/2021,2014299,3814,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,HETEROTRISSOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,HETEROTRISSOCLADIUS,CG,SP,4
2/10/2021,2014299,3846,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,13,10,HYDROPTILA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA,"PI,PR,SC",CN,2.6
2/10/2021,2014299,4005,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,NANOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,NANOCLADIUS,CG,SP,4.1
2/10/2021,2014299,3594,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,,1,,CLADOTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6
2/10/2021,2014299,4206,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,5,2,PSECTROCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PSECTROCLADIUS,"CG,SH",SP,7
2/10/2021,2014299,4310,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,34,25,STENELMIS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,STENELMIS,SC,CN,4.8
2/10/2021,2014299,3658,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,23,17,DICROTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,CG,BU,6.7
2/10/2021,2014299,4191,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,PROCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,PROCLADIUS,PR,SP,9
2/10/2021,2014299,3904,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,4,4,LEPTOPHLEBIIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,,CG,CN,2.1
2/10/2021,2014299,3759,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,0,0,8,8,GOMPHIDAE,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,,PR,BU,
2/10/2021,2014299,3623,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,10,9,CRICOTOPUS/ORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,"SH,CG","SP,CN,BU",
2/10/2021,2014299,4309,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,STENACRON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,STENACRON,CG,CN,4.4
2/10/2021,2014299,4274,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,SETODES,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,,SETODES,"CG,SH",SP,8
2/10/2021,2014299,3487,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,6,4,ATHERIX,,ARTHROPODA,INSECTA,DIPTERA,ATHERICIDAE,,,ATHERIX,PR,SP,2.7
2/10/2021,2014299,3847,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,0,0,3,3,HYDROPTILIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,,PI,CB,3.8
2/10/2021,2014299,3547,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,2,2,CALOPTERYX,,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,,,CALOPTERYX,PR,CB,5
2/10/2021,2014299,4085,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,9,8,OXYETHIRA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,OXYETHIRA,CG,"CB,CN",6
2/10/2021,2014299,3618,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,1,1,CORYDALIDAE,,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,,,PR,CN,1.5
2/10/2021,2014299,4120,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,3,1,PARATANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,CG,CN,7
2/10/2021,2014299,3465,NRS18_ME_10025,8/4/2019,1,Region_01,ME,Y,NRS_ME-10321,NAP,BERW,1,1,2,2,ANTOCHA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,ANTOCHA,CG,CN,4
2/10/2021,2014300,3920,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,LIMNESIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,,,LIMNESIA,PR,SW,8
2/10/2021,2014300,4409,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,VALVATA,,MOLLUSCA,GASTROPODA,HETEROSTROPHA,VALVATIDAE,,,VALVATA,SC,CB,
2/10/2021,2014300,4191,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,PROCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,PROCLADIUS,PR,SP,9
2/10/2021,2014300,3802,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,HEPTAGENIIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,,SC,CN,4.1
2/10/2021,2014300,4158,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,0,0,22,22,PISIDIIDAE,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,,CF,BU,8
2/10/2021,2014300,3853,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,HYDRYPHANTES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYDRYPHANTIDAE,,,HYDRYPHANTES,PR,SW,8
2/10/2021,2014300,3567,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,CERATOPOGONINAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,,"PR,CG","SP,BU,PK",
2/10/2021,2014300,3925,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,LIMNODRILUS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,,LIMNODRILUS,CG,CN,9
2/10/2021,2014300,4039,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,NEURECLIPSIS,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS,CF,CN,4
2/10/2021,2014300,4143,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,5,5,PHAENOPSECTRA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA,"CG,SC",CN,7
2/10/2021,2014300,3821,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,HYALELLA,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,,,HYALELLA,"CG,SH",SP,7.5
2/10/2021,2014300,3542,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,CAENIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,,,CAENIS,CG,SP,6
2/10/2021,2014300,3625,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,4,4,CRYPTOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CRYPTOCHIRONOMUS,PR,SP,7
2/10/2021,2014300,3498,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,AXARUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,AXARUS,CG,SP,2
2/10/2021,2014300,4159,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,PISIDIUM,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,PISIDIUM,CF,BU,8
2/10/2021,2014300,3714,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,EPOICOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,EPOICOCLADIUS,CG,AT,0
2/10/2021,2014300,4003,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,13,13,NAIDIDAE,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,,CG,BU,9
2/10/2021,2014300,3623,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,CRICOTOPUS/ORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,"SH,CG","SP,CN,BU",
2/10/2021,2014300,4186,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,POTAMYIA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,POTAMYIA,CF,CN,3.2
2/10/2021,2014300,4178,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,37,37,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2014300,3604,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,4,4,COELOTANYPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,COELOTANYPODINI,COELOTANYPUS,PR,BU,6.9
2/10/2021,2014300,4384,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4
2/10/2021,2014300,3759,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,GOMPHIDAE,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,,PR,BU,
2/10/2021,2014300,3496,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,AULODRILUS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,,AULODRILUS,CG,SP,6.5
2/10/2021,2014300,3832,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,HYDROBIIDAE,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,,,,SC,CB,5.3
2/10/2021,2014300,4060,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,OECETIS,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,,OECETIS,PR,"CN,SP",5.6
2/10/2021,2014300,3744,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,7,7,GAMMARUS,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,,GAMMARUS,"CG,SH",SP,5.7
2/10/2021,2014300,4174,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,0,0,3,3,POLYCENTROPODIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,,CF,CN,5.2
2/10/2021,2014300,4101,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,1,1,PARACLADOPELMA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACLADOPELMA,CG,SP,4.2
2/10/2021,2014300,3540,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,2,2,CAECIDOTEA,,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,,,CAECIDOTEA,CG,SP,8
2/10/2021,2014300,3997,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,12,12,MUSCULIUM,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,CF,BU,
2/10/2021,2014300,4348,NRS18_MN_10034,8/4/2019,1,Region_05,MN,Y,NRS_MN-10137,UMW,BETB,1,1,3,3,TANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,TANYTARSUS,CF,CN,2.2
2/10/2021,2014301,4088,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,12,6,PAGASTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,PAGASTIA,CG,SP,8
2/10/2021,2014301,3744,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,6,4,GAMMARUS,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,,GAMMARUS,"CG,SH",SP,5.7
2/10/2021,2014301,4348,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,9,5,TANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,TANYTARSUS,CF,CN,2.2
2/10/2021,2014301,3982,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,11,5,MICROTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6
2/10/2021,2014301,3501,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,47,25,BAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,BAETIS,CG,CN,3.4
2/10/2021,2014301,4247,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,26,15,RHEOTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,RHEOTANYTARSUS,CF,CN,6
2/10/2021,2014301,3892,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,4,2,LEBERTIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LEBERTIIDAE,,,LEBERTIA,PR,CB,8
2/10/2021,2014301,4003,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,0,0,26,13,NAIDIDAE,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,,CG,BU,9
2/10/2021,2014301,4058,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,,1,,ODONTOMESA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PRODIAMESINAE,,ODONTOMESA,CG,SP,5
2/10/2021,2014301,4384,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,2,1,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4
2/10/2021,2014301,3981,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,6,4,MICROPSECTRA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,MICROPSECTRA,CG,"CB,CN,SP",6
2/10/2021,2014301,4178,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,5,2,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2014301,3465,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,22,17,ANTOCHA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,ANTOCHA,CG,CN,4
2/10/2021,2014301,3654,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,2,1,DIAMESA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,DIAMESA,CG,SP,2
2/10/2021,2014301,3845,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,0,0,42,23,HYDROPSYCHIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,,CF,CN,3.4
2/10/2021,2014301,3846,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,16,8,HYDROPTILA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA,"PI,PR,SC",CN,2.6
2/10/2021,2014301,4394,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,5,1,TVETENIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,TVETENIA,CG,SP,5
2/10/2021,2014301,4143,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,9,4,PHAENOPSECTRA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA,"CG,SC",CN,7
2/10/2021,2014301,3620,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,,1,,CORYNONEURA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,CORYNONEURA,CG,SP,3.5
2/10/2021,2014301,4296,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,10,6,SPERCHON,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,SPERCHONIDAE,,,SPERCHON,PR,CB,8
2/10/2021,2014301,3657,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,1,1,DICRANOTA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,DICRANOTA,PR,"BU,SP",4
2/10/2021,2014301,3526,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,1,1,BRACHYCENTRUS,,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,,,BRACHYCENTRUS,CF,CN,1.8
2/10/2021,2014301,4004,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,16,9,NAIS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,NAIS,CG,BU,8.6
2/10/2021,2014301,3623,NRS18_MN_10019,8/5/2019,2,Region_05,MN,Y,NRS_MN-10128,UMW,BERW,1,1,93,57,CRICOTOPUS/ORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,"SH,CG","SP,CN,BU",
